x,y,word,cluster
-1.5383286,0.62482625,须根,269
-1.6130682,0.30184212,楔形,523
0.97351027,1.0447751,手册,403
0.75583327,0.2374866,肿痛,283
-1.5173135,0.2650142,下部,112
1.1770823,0.80673015,甘草,592
0.55409884,-0.9968872,发油,211
0.55413544,-0.9612161,挥发油,211
-1.1157027,-0.392344,活血,161
-1.5755187,0.4538444,面黄,420
-1.4546356,0.07727775,祛风,158
-1.8815184,0.12794903,黄绿,577
0.70983756,-1.2309619,生物,542
0.7671024,-1.6548715,小鼠,396
-0.42246577,-0.7659832,止血,725
-1.8087424,0.4514544,面灰,833
-1.6958748,0.24718742,卵圆形,376
-1.8165052,0.19888374,山坡,500
-1.8545129,0.12383737,黄绿色,577
0.996,0.61606246,药物,146
-1.98316,0.047910415,光泽,772
0.6341332,-1.4590021,细胞,746
0.95899045,1.0077019,草药手册,403
-1.7254325,0.425281,弯曲,493
1.1686783,-0.57906383,孕妇,227
-1.6571773,0.23367499,倒卵形,112
-1.829268,0.23520477,黄棕色,420
-0.7208541,0.03327363,11,501
1.3005911,0.9771887,等分,489
1.1108718,0.67029077,小儿,344
0.70719105,-1.4061508,功能,462
-1.2214987,0.42205173,灌木,802
0.6678179,-1.0426965,黄酮,127
0.64014685,-0.51259786,损伤,166
-1.7746357,-0.08012757,柱头,437
-1.7743804,0.25902107,皱纹,545
-1.1351072,0.44903153,云南,499
-1.5874686,0.3736668,羽状,843
0.6019227,-0.4743634,治疗,595
-0.4707892,-0.2302256,脾经,302
-1.9427544,0.10842647,突起,46
-0.6219178,-0.2609797,止痛,483
-1.3276857,-0.025376119,热解,117
-1.79672,-0.024084013,蒴果,893
-1.9342844,0.13970192,角形,305
-1.4829296,0.7087392,采挖,735
-1.4172394,-0.010020044,清热解毒,117
-1.9127427,0.13531628,灰白,895
-0.13605444,1.0395726,安徽,196
-1.7591606,0.08167278,光滑,197
-1.4784056,0.41454947,叶对生,177
1.2214248,1.0067977,本草,209
-1.6463703,0.34881067,圆状,63
-1.9302057,0.14015946,灰白色,895
-0.38080066,-0.33213928,不明,730
-1.7164764,0.10548459,腋生,2
-0.39854306,0.9006423,全国,764
0.5523273,0.10635859,跌打,166
0.7736963,-0.35252556,痢疾,612
0.7344643,-1.5406433,抗炎,819
-1.8752656,0.1153245,面有,789
0.8891046,0.32930848,小便,198
0.5208238,-1.6155869,提取,235
-1.732027,-0.03901084,花丝,437
-1.7407906,0.11087984,线形,112
0.62021244,-1.6008621,免疫,462
0.64926594,-1.1819261,葡萄糖,683
-1.7187215,0.12671863,萼片,191
-0.027835917,-0.5125868,大肠,551
-1.8893918,0.14916761,淡黄色,898
0.80453813,-1.4072015,抗菌,819
-1.946542,0.45319206,皱缩,345
-1.6560556,0.17056938,花梗,2
0.46006772,-1.3121216,球菌,274
0.70476604,-1.1508443,甾醇,637
-1.5328556,0.40598407,杂质,225
-0.20356438,0.9968785,湖南,390
0.99675375,-0.1169143,出血,103
-1.4956194,0.3511294,生叶,702
-0.41648683,-0.34301728,肾经,302
1.2250886,-0.4880373,禁服,227
-1.2016846,0.05319704,热药,117
0.329107,-0.8869089,用于,595
-0.66122437,-1.103762,平滑,448
-0.5626875,0.9212395,贵州,815
-1.6121302,0.33308208,细长,139
0.95279986,-0.8397689,血压,522
-1.704281,0.009300817,头状,372
-0.37347814,1.0771173,江西,815
0.639724,-1.4265053,镇痛,819
1.0838337,1.0002592,调下,489
-1.1376164,-0.27472377,消肿,763
-0.61261195,-1.2343549,止咳,467
-1.626122,-0.040825848,雄花,212
0.71012694,-1.6781278,降低,349
0.6898855,-1.0119772,内酯,801
1.6452788,1.1384305,07,99
0.29468027,-1.0543487,动物,854
-1.8771445,0.09383277,排列,380
-1.6229266,0.27674583,心形,523
-1.8565559,0.13378851,三角形,305
0.6331092,-1.4299455,氧化,446
-1.916244,-0.017104462,脱落,544
-0.10509646,-1.162176,利尿,837
0.55702215,-1.651443,增强,462
-0.8663369,0.8826106,陕西,643
0.86632186,-0.22020623,水肿,890
0.5507876,-1.2722672,多种,670
-1.3095856,0.42814407,复叶,572
0.8010051,0.0995719,头痛,509
0.8990501,-0.6720508,阴虚,207
0.9390395,-0.07551968,腹痛,450
-1.7263048,-0.018093497,花药,437
-1.7987822,0.5135542,灰绿,617
-1.8818125,0.25389436,粗糙,197
0.70774615,-1.3182408,蛋白,505
-0.15913445,0.41144717,50,657
-1.4174955,0.3113759,肉质,139
-1.7573524,0.17258608,坚硬,197
-1.6200266,0.15905376,单生,807
0.5580151,-1.5822877,增加,256
-1.7972388,0.47372314,灰绿色,617
0.8402772,-1.1782508,固醇,147
-1.8457364,0.25739413,茸毛,784
0.7051025,-1.6614416,实验,769
-0.21317431,-1.3411165,平喘,467
0.52179706,-1.5610615,血管,591
-0.3465843,-0.2915062,心经,707
0.8511345,0.41119856,疼痛,792
0.771684,0.9333294,民间,599
-0.83854043,0.33025715,乔木,236
-1.5621761,0.3974085,黄褐,850
-0.423359,0.9677858,湖北,724
-1.599302,0.4276847,灰褐,411
-1.6838994,0.12832035,紫红,641
-1.9263583,0.019292068,中央,789
-1.4340849,0.78094673,外皮,269
-0.067972705,-1.417667,收缩,256
-1.6004158,0.44525614,灰褐色,411
-1.6186684,-0.08748618,雌花,191
-1.6287938,0.40563995,黄褐色,850
-1.8210948,0.28486094,中部,112
-0.53124064,0.28292367,树皮,674
-1.7133645,0.16775726,紫红色,641
0.9357376,0.88990414,中药,494
0.6383053,-1.5915793,兴奋,256
0.5592796,0.09120222,打损,166
0.57214594,0.09674165,跌打损伤,166
-1.1236151,-0.88101494,纤维,879
0.9010081,-0.98218524,子宫,256
0.5936914,-1.1771826,生物碱,542
0.7985871,-0.7517597,脾胃,598
0.5891114,-1.3173126,氨酸,487
0.9808058,-0.56334317,虚寒,598
0.6868474,0.901345,药用,275
-1.1976157,0.43722102,粗壮,264
0.4126479,-1.150288,脂肪,714
0.96086717,-0.82921517,神经,770
-1.5016912,-0.19949885,果皮,718
0.61042976,-1.6557494,提取物,235
-0.97557527,0.16611475,地上,365
0.73642415,0.072130464,大黄,277
-1.8300868,0.40983742,扁平,376
0.7652206,0.68117857,每次,589
-1.2851264,0.17839175,木质,5
-0.32039875,0.37494555,25,701
0.6075677,-1.1325079,糖苷,683
0.91412,-0.19693929,慢性,98
0.80233943,-1.4520823,肿瘤,742
0.34640494,-0.17527616,关节,478
0.53992784,-1.185543,化合物,294
0.5257581,-1.145003,化合,294
-1.8900731,-0.021058962,两侧,789
-1.7292637,0.3792077,膨大,493
-1.291153,0.03780486,祛风湿,442
-1.5563045,0.11983697,产于,597
-0.96519566,0.79984844,河南,172
-1.5256901,0.48381317,锥形,699
1.0085323,-0.6118249,胃虚,598
-1.9024835,0.2610201,丛中,634
-1.753648,0.21654063,灰黄,602
0.045780104,0.006777892,鲜品,312
0.646715,1.1051594,120,321
0.65290374,0.13255619,咽喉,283
0.50808597,0.9104334,开水,589
0.8065922,-0.4978537,不宜,227
0.6580271,-1.2770523,甲基,339
0.5567706,-0.2964378,感冒,709
0.66509396,0.7367389,常用,128
-1.846445,0.23337637,棕黄色,626
-1.8230445,0.21812159,棕黄,626
-1.7180701,-0.026159316,我国,8
0.424388,0.94077325,90,321
0.37866443,-1.0334166,含有,381
-1.7584867,0.22508426,灰黄色,602
-0.41881812,-0.15041696,大肠经,302
1.0284078,-0.22544476,急性,727
0.78825736,0.0753709,痈肿,289
-1.8241745,0.18274854,鳞片,512
0.069815114,0.52291906,18,771
0.01759724,-1.4865595,祛痰,246
-1.6921493,0.1724487,总状花序,2
0.39003652,-0.14183046,湿热,133
-1.4682896,-0.7875139,种皮,193
0.6238229,-1.3256099,氨基,603
0.6969185,-1.2082647,槲皮,867
0.6658991,-0.54035515,皮肤,40
0.7096403,0.05937177,黄疸,251
-1.2892358,0.48505232,单叶,177
0.7026971,-1.3934488,注射,396
-1.7326313,0.11225948,等长,191
-1.2100265,0.6755591,江苏,597
1.1779145,-0.46054694,慎用,153
-1.8331223,0.090757094,红棕色,420
0.6537208,-1.5517683,镇静,819
0.9462024,0.9284072,生姜,457
0.8238325,-0.67697453,尚不,355
-1.9251066,0.16308258,路旁,500
-1.7604427,0.26893643,林下,500
0.8416674,-0.62988126,尚不明,355
-0.5010653,0.8313851,山东,172
-1.7247468,-0.0586668,雌蕊,437
1.0446575,-0.8151666,溃疡,152
-0.58256006,-1.2158297,金黄,536
-1.7257541,-0.0820452,瘦果,224
0.5140735,-0.13771121,分为,108
-1.5626724,0.1618449,托叶,238
-0.8546393,0.66740364,河北,172
-0.6210279,-1.1956935,金黄色,536
0.91674703,0.35264736,吐血,222
-1.4777597,0.5099636,圆锥形,699
0.8541651,-0.7184674,气管,98
-0.9819407,0.5199295,大小,596
-1.674877,0.17922719,圆锥花序,2
-1.6634914,-0.20915118,透明,873
0.6389233,-0.22008446,丁香,520
-1.3214775,0.587436,多分,584
-1.7128314,-0.004186686,皮部,324
-1.7009006,0.08047581,叶腋,807
1.2323029,0.69150203,当归,682
-1.8838621,0.115509436,背面,6
0.61334276,-1.356179,氨基酸,603
-1.801594,0.16278352,黑褐,850
-1.8207273,0.10938564,黑褐色,850
-1.5689956,0.25713414,块状,887
-1.4805949,0.33084726,全年,768
0.9831233,0.9207332,梧桐,480
0.22244012,-0.10891095,主治,760
-1.8118134,0.046039805,片状,512
0.026229495,-0.01744429,筋骨,830
-1.2623688,-0.31598184,利水,216
0.8384819,-1.6759691,大鼠,423
0.60689986,-1.8369275,系统,624
1.0273871,1.2353976,少许,692
-1.8092568,-0.033113528,常有,493
0.54138225,-0.2764419,湿痹,690
-1.3237247,-0.22103193,解表,495
1.1745827,1.207299,普济,849
-1.8774822,0.37123975,筒状,112
0.28138465,0.3163915,水洗,261
-0.71431774,0.38209268,一年,497
0.47932845,-1.3162798,含量,548
1.1583972,1.2246001,普济方,849
0.7097287,-1.4841148,抗肿瘤,742
-0.72525525,0.7605248,林中,706
-1.1897919,-0.16103823,分裂,861
-0.5243678,-0.16607463,归心,707
0.9116906,0.26780936,毫升,667
-1.2942272,0.08177617,凉血,399
-1.6587474,0.5258686,皮孔,545
-0.90885234,0.17245467,地区,359
0.813447,-0.5071021,呕吐,716
0.5174441,-1.4710824,降压,819
-1.9540746,0.42183504,破碎,345
-1.6349156,0.21690424,簇生,807
-1.6427208,0.14988811,灰色,440
1.1614394,0.69732547,不止,639
1.0289575,0.4325627,木香,705
-1.6684186,0.08205403,头状花序,372
0.8571424,0.0970026,咬伤,739
-0.73065627,0.41578007,一年生,497
0.51413286,-1.1555735,羟基,339
0.41582054,-1.3182223,葡萄球菌,274
1.4355817,0.9289055,06,646
1.1455078,1.1642348,圣惠方,489
-0.8739582,-0.2725345,伞形,537
0.81132287,-1.5001093,活性,832
-1.2699538,0.40820274,小枝,492
-0.01984986,-0.80107164,树脂,618
-1.8946617,0.14991996,平坦,165
0.5016829,-1.3907094,多糖,485
-0.62285227,0.21552436,40,657
-1.8577828,0.18248609,不易,165
-1.7167504,0.14424376,木部,324
-1.945362,0.06746555,细小,789
-0.76286554,-0.17834178,解毒药,117
-1.633576,-0.18132801,浆果,54
0.5477763,-1.7355897,心肌,254
0.80171144,1.2898189,空心,489
-1.1033224,-0.82068384,分离,336
-1.6130753,0.3669042,聚伞花序,2
-1.35787,0.45810404,台湾,499
-1.8655777,0.37900206,隆起,46
-1.0529891,-0.938319,放射,310
-1.8243246,0.36466676,波状,523
-0.9533112,-0.8057718,生长,135
0.5857755,-1.1250867,酮类,127
0.6763253,-1.2381325,呼吸,315
-0.6868116,0.22369474,落叶,236
0.77799815,-1.2193978,果酸,745
-1.0482575,-0.45312515,化瘀,161
-1.1704272,-0.5011833,化痰,173
0.9129836,1.0425558,南药,146
1.0690743,1.0427836,桐子,480
-1.6850431,0.23140289,线状,112
-1.8516483,-0.08695957,管状,224
0.7503466,0.7443601,外敷,761
1.0457699,0.26549327,产后,779
0.66566837,-1.6391389,中枢,624
-1.5175034,0.20146243,主产,597
0.70955306,-1.3386592,毒性,210
0.71832633,-1.4383323,平滑肌,256
-0.9045303,0.8491061,甘肃,643
0.8812005,-0.079299405,肝炎,251
-1.7758477,0.102195084,完整,767
0.65197766,-1.5145512,病毒,237
-1.68647,0.4163002,中空,144
1.3541934,1.2177142,2019,99
-1.7585607,-0.053634394,穗状,676
0.40162677,-1.3762738,剂量,773
0.9741203,0.31339654,人参,799
0.5326039,-1.0641565,黄酮类,127
-1.7724091,0.35575986,外面,649
-1.7476227,0.39668873,淡绿,523
0.4678215,-1.5516433,体外,769
0.6042334,-1.4531327,抑菌,769
-1.5105875,0.71426374,纺锤,441
0.9127508,-0.30182126,伤寒,576
-0.8857953,0.39155102,常绿,492
1.7607175,0.748083,04,646
0.72384435,1.0465022,国中,121
-1.7424636,0.3456506,淡绿色,523
-1.6953567,-0.18017365,雌雄,212
-1.1035546,-0.17467177,解表药,495
-0.28386644,0.27483773,14,501
0.83054125,0.7844503,茯苓,877
0.9231235,-0.71404386,脾胃虚寒,598
-1.7908624,0.36827958,直径约,376
-1.4489495,-0.02929734,海南,499
0.41375235,0.37668195,24,276
0.9642969,1.0828816,汇编,121
1.2162461,1.0548936,验方,489
0.28560883,-1.2623653,分泌,694
1.0815907,0.9768248,梧桐子,480
-1.4900243,-0.5414014,较大,379
-1.6793103,-0.021852281,单性,212
-1.5382662,0.31204742,片长,112
-1.5741454,0.10601477,短柄,139
-1.6219567,0.07393622,海拔,500
-1.1706434,0.3969087,夏季,12
1.4323696,1.1996193,纲目,318
0.8562704,-0.6204426,临床,155
-1.8725283,0.21814062,点状,165
0.6674735,0.03504719,腹胀,488
1.2571485,1.2942964,卫生,489
-1.7935845,0.059093364,端尖,63
-1.7822667,0.29660994,角状,824
-1.7742598,-0.08772704,两性,2
1.1407057,1.1074622,圣济总录,489
-0.3589206,0.33153898,100,657
0.5048741,0.49959984,地黄,232
0.92744076,-0.19975291,结核,530
0.45590457,-0.35908523,风湿痹,690
0.5786651,0.03676997,喉肿,283
0.54129213,0.07694429,咽喉肿痛,283
-0.0009204862,-1.1428946,心脏,838
-1.6162051,-0.4639837,核果,54
0.7594573,-1.62988,抗病,237
-1.6592382,-0.2784521,退化,191
-0.5661312,0.57252645,山西,172
-1.1641939,0.21198456,唇形,578
-1.5428281,-0.044683073,子叶,193
-1.3781103,-0.18076739,孢子,154
0.8799251,1.1132789,药用植物,275
-1.6905972,0.3260933,叶脉,523
-1.8034188,0.044733014,不等,789
-1.4585677,0.13475649,纸质,177
0.8917242,0.1637952,不利,198
-1.3925486,0.588093,泥沙,735
-1.8683664,-0.06120513,宿存,54
1.0351578,0.9693086,青岛,403
1.5083774,0.56463385,08,646
1.1368395,1.1015414,温服,639
0.4630405,0.71377873,方法,360
0.97981614,0.9152101,全国中草药汇编,121
0.82948977,-0.2779264,泄泻,41
0.4845578,1.0860811,去皮,187
-1.0064497,-0.18714143,止血药,157
0.6321293,-1.1804887,谷甾醇,637
0.71785223,-1.4275304,血小板,293
0.74620426,-1.3988545,小板,293
-1.1827853,-0.4647814,芳香,689
0.5056733,-1.0439128,真菌,558
0.7722806,0.60793537,贝母,311
-1.6779286,0.14927317,钟状,649
-1.7976096,-0.055892963,上位,437
0.7412622,-1.3099195,试验,769
0.1604461,-1.4940319,保护,95
0.17764893,-0.12725332,膀胱,133
0.4014477,-1.2381397,所致,423
-0.897176,0.8256218,切片,610
0.44108346,-1.0017302,类化,294
-1.4730444,0.31629616,全体,493
0.6750449,-1.6199039,提高,462
-1.3096023,0.44528353,羽状复叶,572
0.82630384,-0.16719107,发热,0
-1.647458,-0.19720706,下位,437
-0.357916,0.34267136,13,501
-1.2746058,0.006204549,香气,689
-0.6424222,0.92178893,取出,368
0.4956016,-1.0126028,类化合物,294
-1.7939198,0.12077913,淡紫,578
-0.32162955,0.45657918,16,221
-1.6856635,0.12356871,花单生,807
0.8620534,1.1206719,中药志,494
0.59797597,-1.1300964,油酸,714
1.0570159,-0.22057736,高血压,522
-1.7613399,0.49899065,扭曲,269
-1.5505449,0.6873762,纺锤形,441
-1.5357794,0.17800544,心皮,191
0.7656109,-0.8820541,消化,521
-1.9191476,0.5280203,条形,112
-1.7140336,0.5265726,外表,269
-1.1503015,0.74956405,辽宁,481
0.6626662,-1.5786262,血糖,766
0.13364545,-0.86943203,有毒,394
-1.3020828,-0.066370726,或有,194
-1.8493072,0.06838363,不平,272
-1.1981946,-0.5458311,活血化瘀,161
-1.4092933,-0.18795621,肥厚,264
1.3941303,0.51077396,千金,899
-0.7161493,0.95201635,蒙古,52
-1.7017939,0.41550076,三角状,824
0.885717,0.18821445,湿疹,289
0.50989634,-1.0764059,黄素,362
-0.6657883,1.0574856,吉林,52
-0.8106796,-0.5483164,安神,295
-0.6838505,-0.070326075,微寒,738
-1.5789908,0.07798542,星状,784
-0.8780219,0.94264925,阴干,66
-1.7823006,0.12566723,淡红,456
-1.9168369,0.44024804,卷曲,90
-0.91195244,-0.7573661,止咳平喘,491
0.7033594,-1.2315243,减少,149
0.57994497,-0.29751316,崩漏,334
1.1883765,1.0672879,调服,489
-1.7176138,0.11161901,叶鞘,702
-1.6414293,0.08441439,柱状,796
-1.2422892,-0.6514013,腺体,357
0.6188904,-1.2319016,鞣质,557
-1.8705131,0.25789878,残留,420
0.97965163,0.6179525,牙痛,509
-1.7803289,0.52003527,展平,767
-0.85550284,-0.12762423,补虚,203
-0.10856667,-0.37676084,水浸,341
0.68746346,-1.2765841,维生素,631
0.6980908,-0.71267956,支气管,98
0.73568076,-0.6019393,山柰,111
-0.65785664,0.8097171,内蒙,52
0.66776,-1.2216339,维生,631
0.6021713,-0.90003324,氧基,339
-1.6012509,0.1382439,上有,493
-1.5039791,0.41244608,椭圆状,63
-1.8178717,0.2720068,纵纹,197
0.8646636,0.10151823,蛇咬伤,739
-1.5701032,0.42153487,面无,523
0.7041151,0.8885742,菊花,633
0.8516255,-0.24068272,管炎,98
-1.6881785,0.22354954,山地,500
0.7671078,0.73148096,半夏,143
-0.72258115,0.8727495,内蒙古,52
0.6449679,-1.0255212,抗癌,1
-1.66382,0.1757313,方形,621
-1.5571063,0.42017794,棱形,44
-1.7539519,0.22942963,草地,500
-0.5934456,-0.860165,杀虫,425
-1.3847079,0.39728242,掌状,238
0.9556073,0.27644014,咯血,222
1.0562295,0.71978337,黄连,346
0.5863697,-1.4412489,蛋白质,505
0.5675653,-1.4809818,白质,505
-1.1617866,0.10276407,可达,53
1.0686862,0.43432105,不通,498
0.03205562,0.72642785,乳汁,498
-1.4130527,0.45077804,丛生,702
0.7740721,-0.9153134,三萜,303
0.4777847,0.03200548,肺热,524
0.8470853,0.134076,瘰疬,794
0.8409565,0.2628236,痈疽,59
0.6942076,-1.615543,凝血,349
-1.9275827,0.1162059,整齐,544
1.1701292,0.71814317,妇人,508
0.5913797,-0.15913185,经闭,11
0.9110027,-0.42522216,虚弱,292
0.98331374,0.48668972,五味,516
-1.6642854,-0.025517046,穗状花序,676
0.5763066,0.5358314,黄芪,371
-1.6824448,-0.14120013,纹理,681
0.4312451,-1.662992,解热,819
-0.81161255,0.2682977,高达,47
1.075295,1.1410509,温酒,489
0.038031023,-0.45382985,千克,721
-1.9416679,-0.083368376,内面,789
-1.312317,-0.103715405,纤细,139
0.79092544,-0.8760918,中毒,451
-1.3243324,0.27444032,长柄,238
0.79998064,-0.23489392,气管炎,98
-1.8447242,0.33383462,灌丛,500
-1.6551586,-0.031928506,放射状,681
0.8457917,0.30288455,茴香,868
0.87023556,0.65724176,冲服,589
-1.7444301,0.35530692,阴湿,84
0.49831748,-0.31899503,风寒,509
0.7821423,-1.1333632,胃肠,679
0.72974813,-0.6127052,棕榈,714
-1.1377337,-1.0986563,特异,538
0.8104999,0.70091426,白带,469
-0.99001426,-0.14015655,下垂,418
-2.0024447,0.20444563,凹陷,420
0.48320314,-0.021208268,目赤,534
0.46776918,-1.4814184,影响,95
0.43316695,-0.58886033,可用,192
-1.5219222,-0.26466322,利湿,787
0.8903621,0.15148553,小便不利,198
0.65145534,-1.4227406,镇咳,819
-1.7447132,0.2138546,山谷,500
1.2073346,1.9475818e-05,大便,466
-1.7141514,0.23043226,开裂,376
0.10388319,1.2422559,45,642
-1.812364,-0.011330165,西南,8
0.71562505,0.71898484,牛膝,515
0.75276333,-0.3509452,月经,651
0.6812027,-1.711052,改善,591
-1.8950151,0.13498221,切面,142
0.2683414,-1.4171882,刺激,679
0.6405521,-0.8566639,功效,331
-1.7612361,0.5232347,扁圆,376
0.82856244,0.46997058,薄荷,703
0.6272873,-0.8777066,萝卜,26
0.7994943,0.021208685,豆蔻,268
1.0203109,0.48498216,黄芩,69
-1.743119,0.17954282,坚实,165
-0.7180735,-1.1738168,延长,645
-1.4464533,0.66162956,泥土,768
-0.9056639,0.5481499,三棱,696
1.0559028,1.1689962,一盏,639
-1.2777983,0.16250782,果肉,718
0.7514751,0.07801011,防己,377
-1.9229194,0.24567895,棕红,835
-1.7738273,-0.18029632,粒状,408
0.7279801,-0.15788603,便秘,466
-1.7596301,0.052749112,灌木丛,634
-1.7605556,0.17706068,木丛,634
1.2606833,0.92662287,共研,404
0.66403455,-1.5375676,血脂,67
0.94301885,-0.5760477,儿茶,745
0.15017226,0.0441342,浸酒,476
-0.7655289,-0.3059666,平喘药,491
-1.1461023,-0.22274989,燥湿,482
0.97484857,0.4302443,五味子,516
-0.8369738,-0.18712,东北,470
-1.9857252,0.17549819,棕红色,835
0.86213446,0.45948857,附子,174
-1.6206195,-0.21094038,颗粒,165
0.7802639,-1.5045007,惊厥,819
-1.8172858,0.25044844,稀疏,163
-0.84715337,0.20332707,强筋,442
0.80139655,-0.65186715,脾虚,41
0.8563431,0.67478836,鸡蛋,426
0.9492772,-0.5252892,血虚,836
-1.7976606,0.031071626,红褐,340
-1.9009274,-0.08793467,伸出,649
-1.546756,0.38586056,年均,768
-1.9041384,0.072713576,浅黄,197
-0.8326521,1.0054917,块根,736
0.42874345,-0.8573107,乙醇,449
-1.5913575,-0.08442071,大部,359
-1.6415796,-0.038359117,排成,2
-1.5336967,-0.047106396,伞形花序,537
0.7205981,-1.368445,元素,527
1.2110363,1.4239153,易简方,489
1.0023537,0.4161486,白术,457
-1.7884059,-0.0031960048,外层,352
-1.577735,0.46208626,深绿,523
-1.7347155,0.110286996,条纹,5
-1.8348441,0.006376395,红褐色,340
0.29794455,0.51998127,500,667
0.82715017,0.12785839,毒蛇,739
-1.8788395,0.026386283,草丛,500
0.34208694,0.06247184,风热,0
0.75266397,-1.6249714,胆碱,30
0.26563278,0.34914735,21,501
0.79425275,0.12738276,外伤,103
0.7696084,-1.0193883,谷固醇,147
0.8209294,0.40450013,红花,391
-1.5215598,0.19467932,冬季,85
0.93586016,-0.016320668,肾炎,526
-1.6804684,0.33422083,荚果,87
0.7511819,1.1073081,黄酒,214
0.42491993,-1.7329729,动脉,67
1.1355492,0.13565099,二十,840
-1.8045189,0.006122932,丝状,412
-1.3246174,0.089489356,野生,470
0.2906021,-1.2988942,有机,381
0.634047,0.011838598,带下,333
-0.29240796,-0.29725194,膀胱经,115
0.6914724,-1.7142069,微生,585
-1.6047127,0.46848533,叶状,2
0.8026864,-0.13347706,疮疡,289
-1.6713175,0.46975714,深绿色,523
-1.9170777,0.3296296,浅棕,165
0.6966565,-1.7197493,微生物,585
-0.035206653,0.24092689,22,221
0.74366903,1.1419492,银花,514
-1.2948878,0.38397878,不分,702
-1.8339189,-0.26116166,上唇,859
0.6357846,-1.6871992,调节,428
-1.1142946,-0.21959326,理气,100
