x,y,word,cluster
0.020102583,0.00013306104,除烦,93
-0.018416192,0.0028999115,生肌药,66
0.009557942,0.005679707,助阳,78
-0.058031894,-0.0106818,镇惊,0
0.03983112,-0.0031833334,截疟,7
-0.05284935,0.008066714,润下,10
-0.062378883,-0.00039778714,涌吐,11
0.0008139108,0.00018232598,小便,41
-0.014570983,-0.002406814,凉血解毒,73
-0.001205143,0.0011198921,驱虫,16
0.011788262,-0.005844568,解郁,16
0.0824951,0.00017857703,行气活血,9
0.02494195,0.004503413,和中,41
-0.03079856,0.0027474528,清利,19
-0.16166398,0.009160395,逐水,55
0.034216605,0.0017245241,通乳,7
-0.034372274,0.004274723,肝肾,32
0.012187603,0.0028656377,安胎,16
0.015226759,0.0009920296,镇痛,41
0.029997742,0.003152296,壮阳,91
-0.031145226,-0.005294203,清心,85
-0.114648476,0.0010606674,益肾,17
0.14226323,-0.0033415079,泻火解毒,97
-0.023747588,0.0023553409,补血药,73
0.062996365,0.00068941346,舒筋活络,96
-0.02578171,0.0031748556,消肿散,85
0.08253049,-0.0038555488,祛湿,31
-0.024742495,-0.0011790396,虚热,4
-0.007345718,-0.0026723093,清肝明目,64
0.03210876,-0.0077480315,降压,7
-0.038768776,0.0048472714,软坚,62
0.015238122,0.0007465721,逐瘀,78
0.041053735,-0.0047823978,活血散,7
0.037269216,0.0001955143,活血通经,7
-0.14822502,0.00530124,峻下,24
0.1387708,-0.004453842,消炎,97
0.050441116,-0.0007694364,温中散,72
0.12854488,0.0027106414,理气止痛,28
0.016031373,0.007017361,软坚散结,1
0.02035739,0.0020490654,补血,1
0.19554555,-0.00627123,经络,20
0.007833757,0.0022946289,补益,16
0.08617855,-0.0022582787,解痉,43
-0.029199842,0.003908697,攻下,19
-0.06605904,0.0032705325,补脾,25
-0.0015674212,-0.007959672,平肝潜阳,64
-0.0027594892,-0.00025872636,散风,64
0.100265205,0.0013342651,宽中,43
0.12371491,-0.003979222,定痛,2
0.013027412,-0.0032092407,疗疮,16
0.20095462,-0.0029693458,补肾阳,20
-0.111374624,0.007918178,缩尿,79
0.04564419,0.0009740522,温肺,7
0.06875955,0.00087982195,泻火,96
-0.04724062,-0.0005697393,固表止,32
0.028709292,0.00087188196,退黄,7
-0.04152273,0.0027353563,疏散,0
-0.06008285,0.004826362,止带,25
0.07302056,-0.001374306,降逆止,96
-0.078247,0.0022099565,泻水,95
0.16988292,-0.006314412,舒筋,46
-0.032414652,0.003308242,外用,50
0.11692007,-0.0024428384,疏肝,28
0.08145216,-0.002446519,精血,43
0.14293022,-0.0021174825,祛风散,2
0.06296776,0.0013409936,定喘,96
-0.037033733,0.0051021595,行水,50
0.12302737,-0.0023935132,抗癌,28
0.026058225,0.000556477,抑制作用,1
0.1272339,-0.0122635085,攻毒,28
0.26920703,-0.007906504,接骨,12
0.073117554,0.0045904745,涩肠止泻,9
0.06526191,0.0021091453,宁心,9
-0.041521374,0.0033907066,止汗,50
